Beds,Bath,Sqft,Lot_Size,Type,Price,Address
4,3,1326,0.22,Residential,449900 CAD,8346 106 Avenue 
6,2,1134,,Residential,499700 CAD,6335 - 6333 24 Avenue NE 
5,3,1957,0.14,Residential,405000 CAD,56 Perry Drive 
4,3,1122,.112,Residential,419900 CAD,19040 72 AV NW 
5,4,1980,3.71,Residential,440000 CAD,101 843058 RR 222 
2,2,1253,,Residential,409000 CAD,1078 6 Avenue SW 
3,3,1991,0.09,Residential,484900 CAD,478 Devonia Way W 
5,3,1625,>0.2,Residential,488000 CAD,10311 84 Street 
3,2,1078,,Residential,484900 CAD,121 Kennedy Crescent 
1,1,1278,,Residential,464900 CAD,300 Chinook Winds Place SW 
5,4,1423,,Residential,439800 CAD,4 Sundance Close SW 
6,2,1760,,Residential,439900 CAD,22102 Hwy 18 
4,4,1523,0.65,Residential,415000 CAD,"695001B 63 Highway Breynat, Alberta "
1,3,1523,,Residential,415000 CAD,695001B 63 Highway 
4,4,263694,1.45,Residential,477500 CAD,5413 56 Street 
3,1,1994,,Residential,449000 CAD,"29 Namaka Drive Namaka, AB "
5,4,2234,,Residential,498000 CAD,14139 134 ST NW 
4,3,,.124,Residential,419899 CAD,6804 86 AV NW 
4,3,1283,0.12,Residential,402000 CAD,36 Squamish Crescent W 
4,3,1380,,Residential,445000 CAD,67155 Range Road 153 
3,3,1335,,Residential,429900 CAD,109 Prestwick Avenue SE 
3,3,1330,,Residential,415000 CAD,14 Citadel Forest Place NW 
5,3,1193,,Residential,449900 CAD,930 Manor Place SE 
3,3,1347,,Residential,420000 CAD,94 Bridleridge Way SW 
3,3,1942,,Residential,449500 CAD,7191 South Terwillegar Drive 
6,3,1905,,Residential,424900 CAD,4109 39A Street 
4,2,1056,3.52,Residential,439900 CAD,70226 Range Road 224 
,,,,Residential,419000 CAD,204-5 lakeview crescent 
3,1,1600,7.19,Residential,490000 CAD,413002 63 Range 
4,5,1814,0.18,Residential,495000 CAD,10225 114A Avenue 
3,2,2336,.106,Residential,498000 CAD,1407 Price Close 
3,1,912895,.172,Single,469000 CAD,47436 RR 15 620
4,2,1105,.131,Single,489000 CAD,5228 Brisebois Drive NW 
3,4,1499,.071,Single,458000 CAD,28 Copperstone Gardens SE 
5,3,1499,0.15,Residential,459900 CAD,4605 Henner's Pointe 
4,3,1154008,.154,Single,449900 CAD,168 MARION DR 
3,3,1897908,.099,Single,419900 CAD,36 BECKER CR 
6,4,2351611,,Single,445000 CAD,8415 187 ST NW 
3,2,119771,0.21,Single,424900 CAD,8243 93A AV NW 
3,2,1116,.091,Single,409900 CAD,20 Royal Birch Gate NW 
4,2,2202,0.21,Single,414900 CAD,72072 Range Road 12 Road 
4,3,1304,.145,Single,409900 CAD,617 6 Street SE 
3,3,1938919,.107,Single,434900 CAD,40 ASHTON GA 
3,3,1384,.139,Single,409000 CAD,228 Prestwick Heights SE 
3,3,1542,0.13,Residential,417000 CAD,5214 35 Avenue 
4,2,117263,.118,Single,449900 CAD,11314 68 ST NW 
3,3,170453,.079,Single,489900 CAD,221 Mahogany Heights SE 
4,3,1161,0.14,Residential,419900 CAD,230 12 Street SW 
4,3,1154977,.157,Single,410000 CAD,181 DARLINGTON PL 
4,4,16994,.086,Single,469999 CAD,17 Martha's Green NE 
5,3,105561,.116,Single,400000 CAD,1008 Pensdale Crescent SE 
4,4,1947746,.095,Single,419000 CAD,133 BOXWOOD BN 
3,3,203375,,Single,435000 CAD,15823 78 ST NW NW 
3,2,1074,.129,Single,414900 CAD,954 Kipling Crescent SW 
4,2,1400,2.37,Residential,485000 CAD,1935 Boundary Road 
4,3,1545,,Single,474900 CAD,"3, 2715 73 Ave 3"
4,3,1398,.138,Single,459900 CAD,10 Westridge Crescent 
4,3,1647,0.17,Residential,419900 CAD,62 Osmond Close 
5,3,1091,.108,Single,454900 CAD,236 Rundlehorn Crescent NE 
4,3,149555,.129,Single,475000 CAD,5823 205 ST NW 
3,3,1497272,,Single,415900 CAD,423 37 AV NW 
4,3,1850332,.091,Single,460000 CAD,11236 96 ST NW 
5,2,1041,.131,Single,479900 CAD,715 78 Avenue NW 
4,4,1162943,3.09,Single,420000 CAD,54029 RGE RD 275 2
3,4,1816748,.098,Single,479650 CAD,1204 37C AV NW 
4,3,1388,4.74,Residential,415000 CAD,46102 Range Road 195 
5,4,1764,.111,Single,485000 CAD,221 Archibald Close 
5,2,1197495,.127,Single,404900 CAD,9427 61 ST NW 
3,4,1512665,,Single,439000 CAD,7440 May CM NW 
4,3,158158,.144,Single,479000 CAD,168 Coventry Hills Drive NE 
4,2,1053903,.134,Single,458000 CAD,4728 105A ST NW 
3,4,1698,0.14,Residential,409900 CAD,326 Stephens Avenue 
4,2,1238613,.132,Single,499000 CAD,8724 90 AV NW 
5,4,2251829,.155,Single,488000 CAD,28 Gariepy Crescent NW 
7,3,1444959,,Single,424900 CAD,9547 103A AV NW 
3,2,1126345,.213,Single,435000 CAD,1026 MCDERMID DR 
3,3,1431,.089,Single,414000 CAD,54 Cimarron Meadows Crescent 
5,3,1416,.138,Single,485000 CAD,63 St 5001
3,2,1323,0.01,Residential,409900 CAD,70 Parlby Crescent 
5,2,1163,0.17,Residential,439900 CAD,3342 43 Avenue 
4,2,1320,3.81,Residential,450000 CAD,37528 Range Road 25 
4,3,1451,.085,Single,435000 CAD,375 Mt Apex Green SE 
3,2,1546,>0.2,Single,449900 CAD,3904 45 Street SW 
3,3,1876703,.102,Single,437000 CAD,64 NEWCASTLE RD 
3,2,113262,.117,Single,409000 CAD,151 Lake Sylvan Close SE 
3,4,1817178,,Single,449000 CAD,9850 162 Street NW 
3,3,1508,.065,Single,453045 CAD,77 Legacy Glen Place SE 
4,2,1046476,.138,Single,426000 CAD,5807 94B AV NW NW 
4,3,11231,.107,Single,445000 CAD,6647 Malvern Road NE 
4,3,1070,0.17,Residential,424900 CAD,113 Downing Close 
4,3,1358,.152,Single,459000 CAD,185 Ross Haven Drive 
4,2,100869,.093,Single,424900 CAD,196 Edgedale Way NW 
2,1,75819,.142,Single,439500 CAD,4635 81 Street NW 
4,3,1392,.088,Single,439888 CAD,23 Saddlemont Manor NE 
3,3,1101,>0.1,Single,420000 CAD,2431 Riverstone Road SE 
3,2,113076,5.85,Residential,450000 CAD,3444 Highway 39 
4,1,1006,.128,Single,459900 CAD,302 Adams Crescent SE 
3,3,204742,.149,Single,499900 CAD,10707 38 ST NW 
4,4,14213,.138,Single,499900 CAD,3616 Centre Street NE 
5,2,2411,6.03,Single,499000 CAD,85060  TWP RD 722 30
4,4,1759914,.134,Single,489900 CAD,10612 10 AV NW 
4,3,113022,0.12,Single,443000 CAD,442 RAINBOW CR 
3,2,157447,.134,Single,469900 CAD,228 Everglen Way SW 
5,3,1618,0.11,Residential,499999 CAD,326 Sixmile Lane S 
4,3,1399,0.19,Residential,444900 CAD,5904 28 Avenue 
3,3,1613,0.08,Residential,466900 CAD,1075 Stevens Place 
3,3,1960,0.09,Single,499000 CAD,112 Skyview Shores Gardens NE 
4,3,1890,.145,Single,445000 CAD,186 Canals Circle SW 
5,3,1203,.119,Single,449900 CAD,21 Inverness Drive SE 
3,2,1460,0.49,Residential,449500 CAD,5216 Woodland Road 
3,3,1675,.101,Single,439000 CAD,18 Somerside Crescent SW 
5,4,1761636,.103,Single,415000 CAD,6104 3 AV SW 
4,4,1748,.098,Single,459900 CAD,111 Somercrest Gardens SW 
4,2,1023,0.14,Single,499900 CAD,825 68 Avenue SW 
5,3,1622,0.13,Residential,449000 CAD,249 4 Street SW 
3,4,1941826,.107,Single,449500 CAD,7191 SOUTH TERWILLEGAR DR NW 
4,4,189335,.117,Single,498800 CAD,4 Del Ray Place NE 
5,2,13855,.139,Single,422900 CAD,15 Abraham Drive 
4,2,1348,3.09,Residential,425000 CAD,118 Main Street 
5,2,1112459,.151,Single,460000 CAD,11626 133 ST NW 
4,2,108189,.146,Single,419500 CAD,15718 86 AV NW 
4,3,1245,.147,Single,499999 CAD,165 Parmenter Crescent 
3,3,131744,.112,Single,488000 CAD,36 Thorndale Close SE 
4,2,1078,.122,Single,499900 CAD,5636 Travis Street NE 
5,3,1098251,.093,Single,449900 CAD,11235 52 ST NW 
5,2,981,.142,Single,429900 CAD,1711 43 Street SE 
5,3,1411,0.18,Residential,425000 CAD,48 Oakfield Close 
3,1,107442,0.12,Single,424900 CAD,429 23 Avenue NE 
6,4,1178,0.11,Single,424900 CAD,9605 113 Avenue 
3,2,961,.138,Single,450000 CAD,407 Thorndale Road NW 
4,2,1156,.134,Single,460000 CAD,12207 Canfield Road SW 
5,3,2150001,.099,Single,499000 CAD,250 SILVERSTONE CR 
4,3,168525,0.19,Single,489900 CAD,260 Ranchero Place NW 
5,4,1723,.098,Single,498800 CAD,182 Harvest Creek Close NE 
5,3,1434626,,Single,429900 CAD,3705 43 avenue 
3,4,1652,.079,Single,479900 CAD,135 Evansmeade Crescent NW 
4,3,1574,.092,Single,474900 CAD,56 Hidden Spring Close NW 
3,3,1638496,.088,Single,459000 CAD,7413 COLONEL_MEWBURN RD NW 
4,4,1359601,.075,Single,415000 CAD,7119 19A AV SW 
4,4,1903075,.135,Single,439900 CAD,9903 156 AV NW NW 
5,3,1130,.149,Single,479990 CAD,924 CANNOCK Road SW 
4,4,169215,.108,Single,459900 CAD,12867 Coventry Hills Way NE 
5,3,1419449,.153,Single,489000 CAD,10003 160 ST NW 
5,3,1404,.161,Single,429900 CAD,11 Park Circle 
6,4,3113,.185,Single,499900 CAD,9215 102 Street 
3,2,2076,0.28,Residential,419900 CAD,43 Westlynn Drive 
5,3,1192,.168,Single,439900 CAD,181 Beddington Circle NE 
4,4,1828804,.092,Single,469888 CAD,478 HUNTERS GR NW 
4,3,1753,.064,Single,468593 CAD,85 Legacy Glen Place SE 
2,2,112065,.069,Single,479900 CAD,4507 37 Avenue SW 
6,3,1768525,.143,Single,499900 CAD,13122 121 ST NW 
3,3,1639034,,Single,444999 CAD,80 Maple CR 
3,4,1608034,.095,Single,428900 CAD,48 DOUCETTE PL 
3,3,1474,.116,Single,468900 CAD,139 Douglas Glen Manor SE 
3,2,1126,.122,Single,414900 CAD,195 Deer Run Close SE 
3,3,2298,.089,Single,498900 CAD,118 BAYWATER Way SW 
6,3,1580586,.111,Single,460000 CAD,5 HOLLY PL 
4,2,1144,g>80,Single,469000 CAD,654 Township  Road 220036
4,4,2207589,,Single,469500 CAD,17815 60 AV NW NW 
4,4,1420,>0.1,Residential,404900 CAD,204 Vanson Close 
4,4,1610294,.114,Single,417900 CAD,33 SPRUCE VILLAGE DR E 
5,3,1495,.143,Single,475000 CAD,10901 65 Avenue 
5,3,1510,.197,Single,444900 CAD,138 Crystal Heights Lane 
4,2,1052,.115,Single,464900 CAD,20 Atlanta Crescent SE 
3,2,1461966,.161,Single,465000 CAD,5008 115 ST NW NW 
3,3,16795,.086,Single,479000 CAD,292 Chaparral Ridge Circle SE 
4,4,1909,.321,Single,434700 CAD,20 Gregoire Avenue 
2,2,91562,.056,Single,414900 CAD,3875 202 Avenue SE 
5,3,1245395,.104,Single,414900 CAD,3103 39 AV NW 
4,3,1161113,.125,Single,449990 CAD,10411 40 AV NW 
3,3,1826,.098,Single,479500 CAD,123 Eversyde Mews SW 
1,2,1207,0.11,Residential,449900 CAD,1058 Stevens Place 
3,3,2169915,.148,Single,499900 CAD,17 STOUT PL 
4,3,1743768,.128,Single,459900 CAD,172 Meadowview DR 
3,3,1534946,,Single,419900 CAD,19720 28 AV NW 
4,4,144516,.074,Single,419000 CAD,10 Martha's Meadow Bay NE 
4,2,953,.119,Single,500000 CAD,945 32 Avenue NW 
3,2,1013,.114,Single,428000 CAD,8519 Ashworth Road SE 
4,4,1650,0.11,Single,409900 CAD,87 Silver Creek Boulevard NW 
3,3,1671111,,Single,439255 CAD,6963 178 AV NW 
4,3,1220961,.168,Single,409900 CAD,92 AV 9133
3,3,1915023,,Single,499900 CAD,17523 61 ST NW 
5,3,11045,.138,Single,489900 CAD,516 Northmount Place NW 
3,3,1493,.066,Single,457900 CAD,168 HOMESTEAD Drive NE 
4,4,120748,.069,Single,499900 CAD,103 Auger Court 
6,4,1363,0.14,Single,419900 CAD,1839 42 Street SE 
4,4,151272,.066,Single,459000 CAD,237 Walden Parade SE 
3,3,2115126,,Single,499950 CAD,30 Treble LD 
5,4,1957972,.162,Single,475000 CAD,217 GREENOCH CR NW 
4,4,14275,.072,Single,415000 CAD,165 Saddlebrook Way NE 
4,3,1386,.161,Single,411500 CAD,304 Queen Anne Way SE 
5,2,10807,.129,Single,409900 CAD,3135 Rae Crescent SE 
9,3,89669,.137,Single,460000 CAD,2740 12 Avenue SE 
4,3,117155,.154,Single,449000 CAD,2620 37 Street SE 
3,2,1267,.092,Single,429000 CAD,129 SADDLEMEAD Road NE 
4,3,1802001,.073,Single,469900 CAD,1731 26A ST NW 
3,3,1618,.128,Single,415000 CAD,10426 130 Avenue 
5,2,1067143,.118,Single,479900 CAD,6108 102 AV NW 
2,3,1039,.083,Single,479900 CAD,48 West Springs Way SW 
5,3,110008,.124,Single,414900 CAD,1503 RADISSON Drive SE 
3,2,1147442,.148,Single,439900 CAD,11412 42 AV NW 
4,3,10609,1.43,Single,419900 CAD,53025 SH 770 41
3,3,1733,.064,Single,467693 CAD,81 Legacy Glen Place SE 
3,3,1469932,0.08,Single,409900 CAD,9315 SIMPSON DR NW 
3,2,1196742,.163,Single,479000 CAD,15108 76A AV NW 
4,3,1578,.235,Single,449900 CAD,324 Seven Persons Drive SW 
3,3,11599,0.13,Single,459900 CAD,142 Leigh Crescent 
4,4,204423,.111,Single,434900 CAD,723 Woodside Drive NW 
3,4,1465949,,Single,419900 CAD,6 FOXBORO RU 
4,2,1307826,.118,Single,424900 CAD,8717 CONNORS RD NW 
4,2,15635,>4.7,Residential,424900 CAD,274066 Township Road 422 
6,2,1102,.132,Single,499000 CAD,329 33 Avenue NE 
5,2,108212,.121,Single,420000 CAD,128 Dover Ridge Bay SE 
3,4,1519877,.123,Single,439000 CAD,11 LAWSON BV 
4,2,101153,.107,Single,459900 CAD,170 Bird Crescent 
4,3,1327739,.299,Single,425000 CAD,51551 Range Road 212A 178
3,2,145552,.105,Single,479900 CAD,621 Timberline Drive 
3,4,1588,.078,Single,439900 CAD,122 San Fernando Place NE 
3,2,8504,.064,Single,485900 CAD,1007 18 Avenue SE 
3,3,1839,0.18,Residential,484900 CAD,75 Hill Crescent 
3,4,1523106,.104,Single,499000 CAD,19 DONNELY TC 
3,3,167434,0.08,Single,419900 CAD,17516 58 ST NW 
4,3,1212026,.172,Single,412000 CAD,18 MALVERN DR 
4,3,1759,2.18,Residential,469000 CAD,35109 Range Road 25 165
5,2,1080,.108,Single,439900 CAD,179 Whitman Place NE 
4,4,160136,.112,Single,428900 CAD,1654 TOMLINSON CM NW 
4,3,134639,.138,Single,460400 CAD,800 Carriage Lane Place 804
5,4,17561,.094,Single,469000 CAD,29 Saddlemont Crescent NE 
5,3,1180,.137,Single,459900 CAD,7207 Hunterview Drive NW 
3,4,1440,.093,Single,409900 CAD,135 Macewan Glen Way NW 
6,4,1178,0.11,Single,424900 CAD,9508 112 Avenue 
3,4,135559,.061,Single,440000 CAD,37 New Brighton Green SE 
4,3,1436563,0.09,Single,407995 CAD,18627 77 AV NW 
3,2,153979,3.16,Single,489900 CAD,50448 RGE RD 221 210
3,3,1726,.117,Single,409900 CAD,8542 71 Avenue 
3,4,2117064,,Single,470000 CAD,9807 151 ST NW 
5,2,910634,.138,Single,439900 CAD,8815 76 ST NW 
5,4,1771,.169,Single,409900 CAD,86 A Street 11801
4,2,1088994,.117,Single,415000 CAD,8427 189 ST NW 
4,2,104917,.138,Single,469900 CAD,1027 Thorneycroft Drive NW 
4,3,1706525,.208,Single,455000 CAD,9 MILBURN PL 
4,3,1437855,.138,Single,439900 CAD,4312 117 ST NW 
4,2,11052,.166,Single,485000 CAD,5824 Dalhousie Drive NW 
5,3,11568,.146,Single,424900 CAD,387 Fonda Way SE 
5,4,1820,.117,Single,499900 CAD,23 Prestwick Parade SE 
4,3,93115,.092,Single,499900 CAD,708 18 Avenue NW 
3,2,10212,.129,Single,489000 CAD,302 Whitney Crescent SE 
5,3,1293833,2.21,Single,489900 CAD,50408 Rg Rd 203 7
3,3,2343969,.108,Single,487500 CAD,53 AV 6113
5,2,1040018,.131,Single,425000 CAD,7220 98A AV NW 
4,3,1466057,.165,Single,485000 CAD,75 GLAMORGAN DR 
4,4,167804,0.14,Residential,420000 CAD,9 Cyprus Road 
3,3,1748,0.16,Residential,500000 CAD,711 12 Street S 
4,1,1532,5.93,Single,430000 CAD,15508 TWP RD 1061 
3,3,182094,.126,Single,499900 CAD,1396 Berkley Drive NW 
4,3,1463,0.15,Residential,439900 CAD,5920 62 Avenue 
5,3,1375,0.22,Residential,439900 CAD,102 Lewis Street 
4,3,143908,.254,Single,499900 CAD,128 Harrison Court 
2,1,946263,.161,Single,435000 CAD,10985 130 ST NW 
4,2,1040,4.13,Residential,429900 CAD,19252 Township Road 462 
4,2,988,.138,Single,474888 CAD,1044 17 Street NE 
3,4,1727,.097,Single,469900 CAD,171 Citadel Meadow Grove NW 
5,4,1514,.114,Single,469900 CAD,368 Falcon Drive 
7,5,1983913,,Single,489900 CAD,9423 52 ST NW 
4,2,1320,3.81,Single,450000 CAD,37528 Range Road 285 
3,2,19938,0.46,Single,449000 CAD,29 Namaka Drive 
3,3,1066,.097,Single,439900 CAD,123 Eversyde Circle SW 
2,2,1491,6.24,Residential,479000 CAD,23120 Township Road 394 
3,3,1379945,.118,Single,459900 CAD,224 FORREST DR 
5,3,189207,>0.2,Residential,425000 CAD,400 Allan Street 
4,3,1548,.344,Single,469900 CAD,14 Allan Crescent 
5,3,1278,0.18,Residential,425000 CAD,5307 62 Street 
3,4,1708893,0.15,Single,429900 CAD,12 Ash CR 
3,3,1726007,,Single,449000 CAD,19716 28 AV NW 
4,3,1276,.164,Single,454900 CAD,9518 77 Avenue 
3,4,1447112,0.08,Single,428000 CAD,5152 4 AV SW 
5,4,1634083,,Single,469900 CAD,2 Arbor Cr 
3,2,1250777,.147,Single,432500 CAD,4340 114A ST NW 
7,2,169128,.157,Single,420000 CAD,419 2 Street SE 
6,4,1872398,.143,Single,414900 CAD,15603 80 ST NW 
5,4,1754532,.161,Single,439000 CAD,300 BIRCH CR 
4,2,938,.115,Single,440000 CAD,280 Rundlefield Road NE 
3,3,20698,0.12,Residential,484900 CAD,62 Woodbine Avenue 
3,3,1454216,.107,Single,414500 CAD,8757 5 AV SW 
