Beds,Bath,Sqft,Price,Address,Province,Region,Latitude,Longitude,Location
5.0,1.0,2100.0,139900.0,2511 route 774 ,NB,Atlantic region,51.5715283,5.0415134,"774, Indigolaan, Wandelbos, West, Tilburg, Noord-Brabant, Nederland, 5044SK, Nederland"
3.0,2.0,1350.0,284900.0,1033 rte 525 ,NB,Atlantic region,51.5619419,5.0501372,"525, Professor de Moorplein, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DR, Nederland"
1.0,1.0,608.0,169900.0,3270 route 440 ,NB,Atlantic region,51.5626142,5.0502608,"440, Professor de Moorplein, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DR, Nederland"
2.0,2.0,1689.0,219000.0,40 winter ,NB,Atlantic region,51.4763812,5.6881883,"40, De Winterstraat, Helmond-Oost, Helmond, Noord-Brabant, Nederland, 5703XW, Nederland"
3.0,2.0,748.0,189900.0,58 jeannette ,NB,Atlantic region,51.6114504,4.7232232,"Jeannette Houwingstraat, Kesteren, Breda, Noord-Brabant, Nederland, 4822WV, Nederland"
4.0,4.0,3136.0,429900.0,71 park st ,NB,Atlantic region,51.5527903,4.5878711,"Parkstraat, St. Willebrord, Rucphen, Noord-Brabant, Nederland, 4711GB, Nederland"
4.0,2.0,2154.0,509900.0,5668 route 505 ,NB,Atlantic region,51.5625878,5.0633123,"505, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
2.0,2.0,1285.0,289900.0,7 school st ,NB,Atlantic region,51.7197904,5.2686959,"7, Schoolstraat, Kom Engelen, Engelen, 's-Hertogenbosch, Noord-Brabant, Nederland, 5221AA, Nederland"
1.0,1.0,1225.0,129900.0,3565 route 505 ,NB,Atlantic region,51.5625878,5.0633123,"505, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
3.0,1.0,1566.0,219900.0,73 john ,NB,Atlantic region,51.3515231,5.4897842,"73, John F. Kennedylaan, Valkenswaard, Noord-Brabant, Nederland, 5555XC, Nederland"
3.0,2.0,2040.0,474900.0,2818 route 480 ,NB,Atlantic region,51.5628039,5.0632986,"480, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
3.0,2.0,1542.0,369900.0,34 jason st ,NB,Atlantic region,51.4660283,5.4906663,"34, Jasonstraat, Oude Gracht-West, Woensel-Zuid, Eindhoven, Noord-Brabant, Nederland, 5631JA, Nederland"
4.0,4.0,2209.0,649900.0,12 highgate ,NB,Atlantic region,51.411738,5.452626,"HTC12, 12, High Tech Campus, High Tech Campus Eindhoven, Gestel, Eindhoven, Noord-Brabant, Nederland, 5656AE, Nederland"
1.0,1.0,900.0,134900.0,4 sea farm lane ,NB,Atlantic region,51.6617019,5.2553477,"4, Fair Sea, Vught, Noord-Brabant, Nederland, 5263MD, Nederland"
3.0,2.0,3263.0,980000.0,4862 route 505 ,NB,Atlantic region,51.5625878,5.0633123,"505, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
5.0,1.0,3132.0,65900.0,146 water st ,NB,Atlantic region,51.4746102,5.1621559,"Waterstraat, Diessen, Hilvarenbeek, Noord-Brabant, Nederland, 5087, Nederland"
2.0,1.0,1167.0,258800.0,4 rita ,NB,Atlantic region,51.4380783,5.4846355,"Brasserie Rita, 4, Kanaalstraat, Bergen, Centrum, Eindhoven, Noord-Brabant, Nederland, 5611CT, Nederland"
3.0,2.0,1019.0,299900.0,45 clement ave ,NB,Atlantic region,51.4584279,5.465801,"Bernard Clementstraat, Mensfort, Woensel-Zuid, Eindhoven, Noord-Brabant, Nederland, 5622DW, Nederland"
2.0,1.0,1081.0,299900.0,21 georges st ,NB,Atlantic region,49.3526201,-123.1284732,"Southborough Dr (NB) at King Georges Way, Southborough Drive, Canyon Heights, West Vancouver, District of North Vancouver, Metro Vancouver Regional District, British Columbia, V7S 1N5, Canada"
3.0,1.0,1440.0,219900.0,371 ross ,NB,Atlantic region,51.6997266,5.258266,"Generaal Rosslaan, De Kruiskamp, 's-Hertogenbosch, Noord-Brabant, Nederland, 5224JL, Nederland"
3.0,1.0,1200.0,194900.0,20 des allains ,NB,Atlantic region,49.0389959,1.4303642,"Chemin des Allains, Douains, Les Andelys, Eure, Normandie, France métropolitaine, 27120, France"
3.0,4.0,3700.0,665000.0,27 highgate ,NB,Atlantic region,51.4129677,5.4547781,"27, High Tech Campus, High Tech Campus Eindhoven, Gestel, Eindhoven, Noord-Brabant, Nederland, 5656AE, Nederland"
4.0,2.0,2394.0,749000.0,1379 route 525 ,NB,Atlantic region,51.5625412,5.0632744,"525, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
4.0,3.0,1622.0,299900.0,40 fleming st ,NB,Atlantic region,51.5568495,5.0965678,"40, Flemingstraat, Tilburg Centrum, Oud-Zuid, Tilburg, Noord-Brabant, Nederland, 5017KB, Nederland"
3.0,2.0,1127.0,449900.0,164 route 470 ,NB,Atlantic region,39.5645434,-104.90472,"C-470 MUT Spur to NB Quebec St, Douglas County, Colorado, 80124, United States"
4.0,2.0,1500.0,184900.0,126 normandie ,NB,Atlantic region,51.4821495,5.4530711,"126, Normandielaan, Achtse Barrier-Gunterslaer, Woensel-Noord, Eindhoven, Noord-Brabant, Nederland, 5627HW, Nederland"
3.0,2.0,1000.0,254900.0,24 anne ,NB,Atlantic region,51.7289323,5.3709656,"24, Anne Frankstraat, Overlaet Oost, Rosmalen, 's-Hertogenbosch, Noord-Brabant, Nederland, 5247XB, Nederland"
2.0,1.0,1050.0,144900.0,2980 route 540 ,NB,Atlantic region,51.5708941,5.042214,"540, Indigolaan, Wandelbos, West, Tilburg, Noord-Brabant, Nederland, 5044SH, Nederland"
3.0,2.0,1367.0,449900.0,3818 route 710 ,NB,Atlantic region,51.5711254,5.0428225,"710, Indigolaan, Wandelbos, West, Tilburg, Noord-Brabant, Nederland, 5044SK, Nederland"
3.0,2.0,1683.0,459900.0,73 guy ,NB,Atlantic region,51.48995,5.47117,"Guy de Maupassantlaan, Blixembosch-Oost, Woensel-Noord, Eindhoven, Noord-Brabant, Nederland, 5629PE, Nederland"
3.0,1.0,1836.0,239700.0,2241 st charles sud ,NB,Atlantic region,42.6842795,2.869710696443237,"Zone industrielle Sud, Saint-Assiscle, Perpignan, Pyrénées-Orientales, Occitanie, France métropolitaine, France"
3.0,3.0,1568.0,625000.0,51 thomas ,NB,Atlantic region,51.4244177,5.498795,"51, Thomas à Kempislaan, Sintenbuurt, Stratum, Eindhoven, Noord-Brabant, Nederland, 5643NS, Nederland"
2.0,1.0,1120.0,68000.0,5276 route 160 ,NB,Atlantic region,51.7241175,5.3043986,"160, Kwartierenlaan, Maasdal, Empel, 's-Hertogenbosch, Noord-Brabant, Nederland, 5235JC, Nederland"
3.0,2.0,1300.0,285000.0,27 richard ,NB,Atlantic region,51.6813766,5.0663921,"27, Richard Wagnerstraat, Zanddonk, Waalwijk, Noord-Brabant, Nederland, 5144GM, Nederland"
2.0,2.0,1177.0,359900.0,244 water street ,NB,Atlantic region,51.4746102,5.1621559,"Waterstraat, Diessen, Hilvarenbeek, Noord-Brabant, Nederland, 5087, Nederland"
3.0,1.0,1100.0,125000.0,2561 route 774 ,NB,Atlantic region,51.5715283,5.0415134,"774, Indigolaan, Wandelbos, West, Tilburg, Noord-Brabant, Nederland, 5044SK, Nederland"
1.0,1.0,572.0,149900.0,41 bray blvd ,NB,Atlantic region,51.4627687,5.4595607,"41, Salomon de Braystraat, Barrier, Woensel-Zuid, Eindhoven, Noord-Brabant, Nederland, 5622HJ, Nederland"
3.0,3.0,1849.0,497900.0,69 guy ,NB,Atlantic region,51.48995,5.47117,"Guy de Maupassantlaan, Blixembosch-Oost, Woensel-Noord, Eindhoven, Noord-Brabant, Nederland, 5629PE, Nederland"
2.0,1.0,770.0,199900.0,1535 route 475 ,NB,Atlantic region,51.562654,5.0633538,"475, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
5.0,2.0,1421.0,255000.0,4 rideau ,NB,Atlantic region,53.868186,-122.764696,"Simon Fraser at Rideau (NB), Simon Fraser Avenue, College Heights, Prince George, Regional District of Fraser-Fort George, British Columbia, V2N 4A1, Canada"
3.0,2.0,1200.0,104900.0,34 31st avenue ,NB,Atlantic region,49.3413587,-123.2027066,"31st St (NB) at Dickenson Cres, 31st Street, Altamont, West Vancouver, District of North Vancouver, Metro Vancouver Regional District, British Columbia, V7V 3G9, Canada"
4.0,2.0,2076.0,189900.0,706 route 875 ,NB,Atlantic region,51.5713658,5.042591,"706, Indigolaan, Wandelbos, West, Tilburg, Noord-Brabant, Nederland, 5044SK, Nederland"
3.0,2.0,1374.0,259900.0,101 mathias st ,NB,Atlantic region,50.9334132,6.9593089,"Mathiasstraße, Georgsviertel, Altstadt-Süd, Innenstadt, Köln, Nordrhein-Westfalen, 50676, Deutschland"
2.0,3.0,1318.0,299900.0,1015 route 525 ,NB,Atlantic region,51.5619419,5.0501372,"525, Professor de Moorplein, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DR, Nederland"
2.0,1.0,1125.0,325000.0,65 thomas ,NB,Atlantic region,51.4244636,5.4988909,"65, Thomas à Kempislaan, Sintenbuurt, Stratum, Eindhoven, Noord-Brabant, Nederland, 5643NS, Nederland"
4.0,4.0,3148.0,639900.0,2430 route 530 ,NB,Atlantic region,51.56198,5.0500322,"530, Professor de Moorplein, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DR, Nederland"
2.0,1.0,650.0,70000.0,2119 route 950 ,NB,Atlantic region,51.580318,5.1930989,"Kruidvat, 24A, Dorpsstraat, Centrum, Oisterwijk, Noord-Brabant, Nederland, 5061HL, Nederland"
3.0,1.0,621.0,115900.0,23 alphonse ,NB,Atlantic region,51.4844899,5.6653608,"Alphonse Stallaertstraat, Heipoort, Helmond, Noord-Brabant, Nederland, 5701TZ, Nederland"
3.0,2.0,988.0,549000.0,2402 route 530 ,NB,Atlantic region,51.5626387,5.0632928,"530, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
5.0,2.0,1128.0,269000.0,16 pleasantview st ,NB,Atlantic region,49.1389007,-122.3325686,"Hurd at Pleasantview (NB), Hurd Street, West Heights, Mission, British Columbia, V2V 3H5, Canada"
4.0,2.0,3968.0,399000.0,20 bellefleur street ,NB,Atlantic region,51.6676173,5.6041052,"20, Bellefleur, Uden, Noord-Brabant, Nederland, 5401LT, Nederland"
3.0,1.0,1067.0,134900.0,5160 route 440 ,NB,Atlantic region,51.5626142,5.0502608,"440, Professor de Moorplein, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DR, Nederland"
3.0,2.0,1708.0,459900.0,65 guy ,NB,Atlantic region,51.48995,5.47117,"Guy de Maupassantlaan, Blixembosch-Oost, Woensel-Noord, Eindhoven, Noord-Brabant, Nederland, 5629PE, Nederland"
3.0,2.0,1824.0,260000.0,17 roland street ,NB,Atlantic region,51.7019048,4.876018,"17, A. Roland Holstlaan, Raamsdonksveer, Geertruidenberg, Noord-Brabant, Nederland, 4942ED, Nederland"
2.0,1.0,558.0,64000.0,15 ypres avenue ,NB,Atlantic region,51.6933425,5.3239229,"15, Cypresstraat, Graafsewijk-Zuid, 's-Hertogenbosch, Noord-Brabant, Nederland, 5213EN, Nederland"
4.0,1.0,1780.0,149000.0,2460 route 510 ,NB,Atlantic region,51.5607829,5.0524563,"510, Professor Cobbenhagenlaan, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DK, Nederland"
4.0,2.0,1800.0,319000.0,48 du réservoir street ,NB,Atlantic region,51.7128282,5.3132478,"Aldi, 48, Rompertpassage, De Rompert, 's-Hertogenbosch, Noord-Brabant, Nederland, 5233AR, Nederland"
6.0,2.0,2476.0,299900.0,310 bay crescent ,NB,Atlantic region,51.5712037,5.0428261,"310, Indigolaan, Wandelbos, West, Tilburg, Noord-Brabant, Nederland, 5044SE, Nederland"
5.0,3.0,2979.0,449900.0,11 louise crescent ,NB,Atlantic region,51.6118991,4.7261665,"11, Louise Stratenusstraat, Muizenberg, Breda, Noord-Brabant, Nederland, 4822VW, Nederland"
1.0,1.0,660.0,249900.0,639 main ,NB,Atlantic region,51.5728194,5.045673,"639, Europalaan, Het Zand, West, Tilburg, Noord-Brabant, Nederland, 5042ZL, Nederland"
2.0,2.0,1200.0,79900.0,3070 route 160 ,NB,Atlantic region,51.5623521,5.0493524,"160, Professor de Moorplein, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DN, Nederland"
4.0,1.0,1824.0,188000.0,29 martin ,NB,Atlantic region,51.5597855,5.0522949,"29, Muiderslotstraat, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037HJ, Nederland"
3.0,2.0,2700.0,195000.0,488 route 135 ,NB,Atlantic region,51.5608317,5.0519427,"488, Professor Cobbenhagenlaan, De Reit, West, Tilburg, Noord-Brabant, Nederland, 5037DK, Nederland"
2.0,1.0,1184.0,154900.0,12 geneva ,NB,Atlantic region,46.222880700000005,6.135859993312447,"NB, Chemin de Mon-Soleil, Moillebeau, Petit-Saconnex et Servette, Genève, Grand Genève, Genève, 1209, Schweiz/Suisse/Svizzera/Svizra"
4.0,2.0,1050.0,359900.0,46 guy ,NB,Atlantic region,51.48995,5.47117,"Guy de Maupassantlaan, Blixembosch-Oost, Woensel-Noord, Eindhoven, Noord-Brabant, Nederland, 5629PE, Nederland"
2.0,1.0,775.0,224900.0,1069 route 525 ,NB,Atlantic region,51.5625412,5.0632744,"525, Reitseplein, Hagelkruis, West, Tilburg, Noord-Brabant, Nederland, 5037AA, Nederland"
2.0,1.0,1190.0,239900.0,2809 route 475 ,NB,Atlantic region,51.5729794,5.0465797,"475, Europalaan, Het Zand, West, Tilburg, Noord-Brabant, Nederland, 5042ZJ, Nederland"
5.0,3.0,2695.0,319000.0,6 sunset drive ,NL,Atlantic region,18.021187,-63.0725674,"Sunset Drive, Indigo Bay, Cul-de-Sac, Land Sint Maarten, 46226, Nederland"
3.0,2.0,1500.0,150000.0,7 post office road ,NL,Atlantic region,26.3246768,94.5184063,"Post Office Road, Mokokchung, ONGPANGKONG (N), Mokokchung, Nagaland, 798601, India"
4.0,2.0,2109.0,270000.0,22 evergreen boulevard ,NL,Atlantic region,18.0316836,-63.0783014,"Evergreen Tree Road, Cay Bay, Cul-de-Sac, Land Sint Maarten, 46226, Nederland"
3.0,2.0,1796.0,429900.0,20 duncan road ,NL,Atlantic region,25.9113922,93.7088135,"Duncan Road, Dimapur, Dimapur Sadar, Dimapur, Nagaland, 797112, India"
3.0,1.0,1300.0,175000.0,40 scott street ,NL,Atlantic region,51.3698657,6.1336565,"40, Scottstraat, Vossener, Hout-Blerick, Venlo, Limburg, Nederland, 5924XH, Nederland"
3.0,3.0,2299.0,324900.0,8 jonathan drive ,NL,Atlantic region,52.6628684,5.0877461,"8, Jonathanlaan, De Bangert, Blokker, Hoorn, Noord-Holland, Nederland, 1695HR, Nederland"
4.0,2.0,1848.0,89900.0,10 bond street ,NL,Atlantic region,51.4469543,5.4683225,"10, Bondstraat, Limbeek-Zuid, Woensel-Zuid, Eindhoven, Noord-Brabant, Nederland, 5612HX, Nederland"
3.0,2.0,1500.0,98500.0,183 water street ,NL,Atlantic region,51.8506294,5.8432805,"183, Waterstraat, Biezen, Nijmegen-Oud-West, Nijmegen, Gelderland, Nederland, 6541TH, Nederland"
6.0,2.0,2880.0,224900.0,74 water street ,NL,Atlantic region,52.1409275,6.1932727,"74, Waterstraat, De Hoven, Zutphen, Gelderland, Nederland, 7201HN, Nederland"
3.0,1.0,1600.0,179999.0,6311 main highway a,NL,Atlantic region,44.6927861,27.9568576,"Strada Acces ANL, Hârșova, Constanța, 905400, România"
4.0,1.0,1330.0,59900.0,3 bulter's lane ,NL,Atlantic region,51.8463386,5.869736,"Henk Bulter's Piano's, Sint Thomashof, Stadscentrum, Nijmegen-Centrum, Nijmegen, Gelderland, Nederland, 6511TA, Nederland"
2.0,2.0,1104.0,175000.0,68 livingstone street ,NL,Atlantic region,51.4162853,5.5818596,"68, Livingstonestraat, Coevering, Geldrop, Geldrop-Mierlo, Noord-Brabant, Nederland, 5665HL, Nederland"
3.0,2.0,950.0,188000.0,15 baldwin street ,NL,Atlantic region,52.3556234,4.7763364,"15, Baldwinstraat, De Aker, Amsterdam, Noord-Holland, Nederland, 1069NG, Nederland"
4.0,2.0,2188.0,259500.0,7 park lane ,NL,Atlantic region,53.2117444,6.5721435,"7, Parklaan, Oosterpoort, Zuid, Groningen, Nederland, 9724AL, Nederland"
3.0,2.0,3274.0,260000.0,265-267 southeast road ,NL,Atlantic region,50.8532114,4.3658268,"Rue Royale - Koningsstraat, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien"
5.0,3.0,2083.0,179900.0,12 elizabeth street ,NL,Atlantic region,53.2002097,5.7871443,"12, Elizabethstraat, Vosseparkwijk, Leeuwarden, Fryslân, Nederland, 8913CP, Nederland"
2.0,1.0,1703.0,99900.0,167 water street ,NL,Atlantic region,53.3328344,6.9261029,"167, Waterstraat, Centrum, Eemsdelta, Groningen, Nederland, 9934AT, Nederland"
2.0,1.0,1792.0,149500.0,179 highway east highway ,NL,Atlantic region,50.8451774,4.3396129,"179, Rue d'Anderlecht - Anderlechtsesteenweg, Quartier de la Senne - Zennewijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien"
4.0,3.0,2200.0,269900.0,3 cabot street ,NL,Atlantic region,52.1600476,5.400078,"3, Cabotstraat, De Kruiskamp, Amersfoort, Utrecht, Nederland, 3814WJ, Nederland"
3.0,2.0,1883.0,149900.0,105 water street ,NL,Atlantic region,53.3328784,6.9269144,"105, Waterstraat, Centrum, Eemsdelta, Groningen, Nederland, 9934AT, Nederland"
4.0,2.0,1152.0,189900.0,8 magnolia drive ,NL,Atlantic region,51.5860208,4.7573927,"8, Magnoliastraat, Tuinzigt, Breda, Noord-Brabant, Nederland, 4814CR, Nederland"
3.0,1.0,1288.0,175000.0,29 scott street ,NL,Atlantic region,51.3705081,6.1340889,"29, Scottstraat, Vossener, Hout-Blerick, Venlo, Limburg, Nederland, 5924XE, Nederland"
3.0,2.0,1250.0,297900.0,303-309 southeast road ,NL,Atlantic region,50.8532114,4.3658268,"Rue Royale - Koningsstraat, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien"
3.0,1.0,1755.0,129000.0,113 water street ,NL,Atlantic region,53.3326577,6.9265751,"113, Waterstraat, Centrum, Eemsdelta, Groningen, Nederland, 9934AT, Nederland"
3.0,2.0,1764.0,345000.0,16 kings road ,NL,Atlantic region,52.3950949,5.922483,"Kings Road, Oldebroek, Gelderland, Nederland, 8162MC, Nederland"
3.0,1.0,1365.0,229900.0,1 cairo street ,NL,Atlantic region,51.9442023,4.4027061,"1, Cairostraat, Bedrijvenpark Noord-West, Overschie, Rotterdam, Zuid-Holland, Nederland, 3047BB, Nederland"
4.0,2.0,2350.0,189500.0,2 prince street ,NL,Atlantic region,52.6618408,6.7444318,"2, Princestraat, Coevorden, Drenthe, Nederland, 7741JJ, Nederland"
3.0,2.0,1200.0,299900.0,16 albert street ,NL,Atlantic region,53.2106632,6.5784889,"16, Albertstraat, Oosterpoort, Zuid, Groningen, Nederland, 9724JZ, Nederland"
4.0,2.0,2000.0,194900.0,3 prince street ,NL,Atlantic region,52.6616785,6.744622,"3, Princestraat, Coevorden, Drenthe, Nederland, 7741JX, Nederland"
2.0,1.0,650.0,139900.0,26 pine bud crescent ,NL,Atlantic region,52.3756803,5.2314972,"26, Bud Abbottstraat, Almere Stad, Almere, Flevoland, Nederland, 1325CP, Nederland"
3.0,3.0,2972.0,539900.0,6 sparta place ,NL,Atlantic region,51.9194094,4.4357622,"6, Spartastraat, Spangen, Delfshaven, Rotterdam, Zuid-Holland, Nederland, 3027ER, Nederland"
3.0,2.0,1544.0,199000.0,41 main street ,NL,Atlantic region,51.8447062,4.346018,"41, Mainstraat, De Schenkel, Spijkenisse, Nissewaard, Zuid-Holland, Nederland, 3207PC, Nederland"
5.0,2.0,2100.0,244900.0,28 prince street ,NL,Atlantic region,52.6610608,6.7446324,"28, Princestraat, Coevorden, Drenthe, Nederland, 7741JJ, Nederland"
3.0,2.0,1980.0,352900.0,3 electra drive ,NL,Atlantic region,53.2505154,6.4137385,"3, Electrastraat, Oostergast, Zuidhorn, Westerkwartier, Groningen, Nederland, 9801WD, Nederland"
4.0,2.0,3048.0,309900.0,93 main street a,NL,Atlantic region,44.6927861,27.9568576,"Strada Acces ANL, Hârșova, Constanța, 905400, România"
3.0,2.0,1200.0,309900.0,18 albert street ,NL,Atlantic region,53.2106756,6.5785693,"18, Albertstraat, Oosterpoort, Zuid, Groningen, Nederland, 9724JZ, Nederland"
3.0,3.0,2530.0,509900.0,8 sparta place ,NL,Atlantic region,51.9193769,4.4356938,"8, Spartastraat, Spangen, Delfshaven, Rotterdam, Zuid-Holland, Nederland, 3027ER, Nederland"
3.0,2.0,2800.0,499900.0,4 sparta place ,NL,Atlantic region,51.9194352,4.4358328,"4, Spartastraat, Spangen, Delfshaven, Rotterdam, Zuid-Holland, Nederland, 3027ER, Nederland"
4.0,4.0,3255.0,379000.0,4 noels place ,NL,Atlantic region,52.8169893,6.9153586,"4, Nolsstraat, Weerdinge, Emmen, Drenthe, Nederland, 7814RD, Nederland"
2.0,1.0,1460.0,289700.0,42 alexander street ,NL,Atlantic region,52.0542028,4.4909192,"42, Alexanderstraat, Driemanspolder, Zoetermeer, Zuid-Holland, Nederland, 2713AT, Nederland"
3.0,1.0,1824.0,119000.0,20 king street ,NL,Atlantic region,51.4843563,3.6105439,"20, Kingstraat, Middelburg-Zuid, Middelburg, Zeeland, Nederland, 4336LG, Nederland"
