Beds,Bath,Sqft,Lot_Size,Type,Price,Address
5,5,,,Single,3195000 CAD,4 BRAYWIN DR 
4,2,,,Single,3299900 CAD,246 DONNELLY Drive 
5,6,,,Single,3650000 CAD,1190 STAVEBANK RD 
5,8,,,Single,4000000 CAD,1374 INDIAN RD 
5,5,,,Single,2980000 CAD,93 NORTON AVE 
5,5,,,Residential,2098888 CAD,280 Oxford St 
5,5,,,Single,2499900 CAD,16 AINLEY TR 
5,5,,,Single,3088000 CAD,224 WILFRED AVE 
4,2,,,Residential,2595000 CAD,183 Reynolds St 
4,4,,1.48,Single,2195000 CAD,3481 FRONT ROAD 
5,5,,,Single,3495000 CAD,33 OLD ENGLISH  LANE 
4,7,,,Single,2880000 CAD,216 OLIVE AVE 
3,5,,,Single,2675000 CAD,381 7TH CONCESSION RD E 
6,8,,,Single,2675000 CAD,1498 CATARACT RD 
5,4,,,Single,2039000 CAD,56 CANTERBURY CRT 
4,5,3393,,Single,2595000 CAD,347 Shoreacres Road 
7,4,,,Single,2199000 CAD,137 MARGUERETTA ST 
7,5,,,Single,5800000 CAD,34 HUNTERS GLEN  RD 
5,3,,,Single,2650000 CAD,21 EAST CRT 
3,3,,,Single,5000000 CAD,1 COUNTRY LANE 
5,4,,,Residential,2198000 CAD,11 West Village Dr 
6,8,,,Single,5790000 CAD,320 DALEWOOD DR 
5,5,,,Single,2788000 CAD,108 ALFRED AVE 
5,3,4240,1.45,Residential,2299999 CAD,40 STARR Crescent 
5,2,,,Single,2999990 CAD,5850 LLOYDTOWN-AURORA RD 
5,6,,,Single,2888000 CAD,329 HILLCREST AVE 
3,3,,,Single,9999999 CAD,14146 CREWSONS LINE 
5,5,,,Single,3559000 CAD,571 BROADWAY AVE 
6,7,,,Single,2538000 CAD,137 RODEO DR 
5,3,,,Single,2288000 CAD,37 WENONAH DR 
4,3,,,Single,2000000 CAD,259 EDGEHILL DR 
5,4,,,Single,3879000 CAD,489 MOOSENLANKA RD 
5,6,,,Residential,3788000 CAD,139 Pathlane Road 
7,9,,,Single,7288000 CAD,19 BERKINDALE DR 
12,6,,,Single,5295000 CAD,9 HUMEWOOD  DR Bldg 1
4,5,,,Single,2380000 CAD,132 ADIRONDACK DR 
5,3,,,Residential,3188000 CAD,965 Davecath Rd 
5,6,,,Single,4998000 CAD,158 RIDLEY BLVD 
7,6,,,Single,2688888 CAD,41 AMESBURY DR 
3,3,,,Single,2150000 CAD,8544 SMYLIE RD 
11,4,,,Single,3199000 CAD,15 D'ARCY ST 
4,3,,,Residential,2988000 CAD,7670 19th Sdrd 
7,6,,,Single,2990000 CAD,166 OAKMOUNT RD 
5,3,,,Single,2650000 CAD,21 EAST Court 
6,2,,,Single,3180000 CAD,344 READ RD 
5,5,,,Residential,3795000 CAD,10 Thorncrest Rd 
,,,,Residential,16000000 CAD,"2 Hours West Of Toronto - 30,000 Sq. Ft. Plaza - $16M - dss "
5,6,,,Residential,3988000 CAD,2255 Gordon Dr 
4,5,,,Residential,2775000 CAD,8547 First Line Nass 
4,5,,,Residential,2890000 CAD,106 Parkview Ave 
5,,,,Residential,2425323 CAD,54 Goldpark Crt 
,,,,Residential,2799000 CAD,244-246 LAURIER AVE E 
5,4,5000,ng>1,Residential,3999500 CAD,"123 Turner Court, Halton Hills Ontario "
,,,,Residential,2249900 CAD,"Glen Ridge Estates Community | Yonge Street, Aurora "
,,4178,,Other,2800000 CAD,347-349 Danforth Ave 
,,,,Residential,2588000 CAD,107 Woodward Avenue 
4,4,3500,,Residential,2299888 CAD,23 Green Acres Rd 
4,5,,,Residential,2149999 CAD,810 Fairview Ave 
3,2,,2.76,Residential,3750000 CAD,4420 Grandview St N 
5,6,,,Residential,3898000 CAD,2006 Waters Edge Dr 
4,5,,,Residential,2799900 CAD,411 Sherin Dr 
7,8,,6.02,Residential,3690000 CAD,1127 River Rd 
5,7,,,Residential,4688000 CAD,2095 Lake Shore Blvd W 
4,3,3500,,Residential,2200000 CAD,6990 Concession Rd 6 
4,6,,,Residential,7749000 CAD,158 Edenbridge Dr 
4,5,5000,,Residential,2389000 CAD,1095 Geran Cres 
4,4,,,Residential,2199900 CAD,Shaftsbury Ave 
5,3,3000,>4.9,Residential,2995000 CAD,10 Sandy Cove 
,,,,Residential,2089990 CAD,"Upper Middle Road West & Bronte Road, Oakville, ON "
3,4,,,Residential,2080000 CAD,1080 West Ave 
,,,,Residential,3100000 CAD,West or Toronto - RETIREMENT HOME 
5,4,3300,,Residential,2498000 CAD,108 morgan Ave 
4,5,,,Residential,2999900 CAD,17080 8th Concession Rd 
7,5,,,Residential,3999000 CAD,14 Deer Run Cres 
3,3,,9.86,Residential,2100000 CAD,4430 Liberty St N 
5,4,5000,,Residential,3499900 CAD,"145 Perryman Court, Halton Hills "
4,,,,Residential,2999000 CAD,607 Barrick Road 
4,4,4358,,Residential,3480000 CAD,35 Stollery Pond Cres 
4,3,2500,g>97,Residential,2199800 CAD,B1790 Regional Road 15 Rd 
3,2,,,Residential,3500000 CAD,2571 Solina Rd 
4,3,,,Residential,2350000 CAD,1446 Spring Rd 
3,2,,,Residential,2488000 CAD,166 Viewbank Cres 
5,5,,,Residential,2280000 CAD,83 Normandale Rd 
5,5,6200,10.1,Residential,3999999 CAD,445 Townline Rd W 
4,5,,,Residential,3250000 CAD,13 Brentwood Ave 
4,6,,,Residential,2549900 CAD,107 Wigmore Dr S 
4,5,,,Residential,3100000 CAD,1970 Kiran Crt 
4,4,2500,,Residential,2149000 CAD,40 George Pipher Lane 
3,1,2350,>6.8,Residential,2200000 CAD,495 BERFORD LAKE Road 
4,3,,,Residential,3198800 CAD,706 Meadow Wood Rd 
4,5,,,Residential,6000000 CAD,No address available 
4,4,,,Residential,3499000 CAD,1025 Thompson Rd S 
,,,,Residential,2624000 CAD,No address available 
4,5,,,Residential,3495000 CAD,7 Tahoe Crt 
4,5,3400,>109,Residential,2350000 CAD,5907 Second Line Road 
4,4,,,Residential,2288000 CAD,3125 Parsonage Cres 
5,5,,,Residential,2449900 CAD,2 Calderbridge Cres 
4,5,,,Residential,2099000 CAD,404 Renforth Dr 
4,6,,,Residential,2398000 CAD,24 Boxbury Rd 
6,5,,,Residential,2249000 CAD,2319 Malden Crt 
3,2,,,Residential,3800000 CAD,2337 Paugh Lake Rd 
5,6,,,Residential,4598000 CAD,1955 Mississauga Rd 
4,6,,,Residential,2539000 CAD,198 Championship Circle Pl 
3,4,4023,,Residential,2650000 CAD,615 Island Park Cres 
4,4,,,Residential,2288000 CAD,10 Bridewell Cres 
5,7,,,Residential,3568800 CAD,56 Di Nardo Crt 
3,4,,,Residential,4180000 CAD,36 Anderson St 
5,5,,,Residential,3499900 CAD,6672 Carriage Tr 
8,10,,,Residential,5699999 CAD,1808 Mississauga Rd 
8,6,,,Residential,2698000 CAD,2391 Doane Rd 
,,,,Residential,2089990 CAD,"Glen Abbey Encore Community | Upper Middle Road West & Bronte Road, Oakville, ON "
,,,,Residential,2300000 CAD,79 Empress Ave 
5,4,5000,,Residential,2165000 CAD,105 COVE RD 
7,8,,,Residential,6299999 CAD,1816 Mississauga Rd 
4,3,,,Residential,3500000 CAD,1459 Progreston  Rd 
4,4,2500,,Residential,2149800 CAD,2 Chimenti Crt 
3,3,1500,,Residential,2700000 CAD,8765 5TH CONCESSION Road* 
4,5,,,Residential,2200000 CAD,4 Rolling Meadow Dr 
,,,,Residential,2399000 CAD,"10340 York Regional Road 27, Vaughan, ON "
3,3,,,Residential,2599000 CAD,No address available 
6,5,,,Residential,3295000 CAD,122 Courchevel Cres 
5,5,,,Residential,3800000 CAD,661 Townline Rd N 
6,5,,,Residential,2049333 CAD,9 Upper Ridge Cres 
5,7,,,Residential,2300000 CAD,67 Creanona Blvd 
4,5,,,Residential,2186000 CAD,29 Strong Ave 
7,10,,,Residential,14988800 CAD,6793 Wellington Rd 34 Rd 
3,4,,,Residential,2099999 CAD,17190 Jane St 
,,,,Residential,2399900 CAD,"Kirby Road & Ontario 27, Kleinburg "
4,6,,0.58,Residential,2298000 CAD,23 Davidson Drive 
5,5,,,Residential,4998800 CAD,1489 Rogerswood Crt 
3,1,2200,97.6,Residential,2175000 CAD,1614 Horseshoe Valley Road E 
4,4,4500,,Residential,2389900 CAD,123 Garrard Rd 
3,4,3120,>2.7,Residential,3499900 CAD,88 Swallowdale Road 
5,6,,,Residential,2389888 CAD,562 Marksbury Rd 
6,5,5700,,Residential,2488000 CAD,"38 Lake Forest Dr., Richmond Hill "
5,6,5003,,Residential,4449000 CAD,5116 LAKESHORE Road 
4,4,,,Residential,6000000 CAD,185 Balsam Dr 
4,7,,,Residential,2949000 CAD,4 Faith Ave 
,,,,Residential,2089990 CAD,"Upper Middle Road West & Bronte Road, Oakville, ON "
7,4,5000,7.69,Residential,2999000 CAD,13200 Cartwright West 1/4 Line 
4,3,2000,ng>1,Residential,2449000 CAD,130 Dew Street 
4,2,3000,,Residential,2200000 CAD,507 Rougemount Dr 
5,5,5000,,Residential,2385333 CAD,466B Ellerslie Avenue 
7,7,,,Residential,6999900 CAD,No address available 
4,6,,,Residential,2499000 CAD,123 Douglas Rd 
4,3,,,Residential,2375000 CAD,98 Boustead Ave 
4,5,3500,,Residential,2688800 CAD,88 Arten Ave 
4,4,3020,2.22,Residential,2900000 CAD,1175 Geewadin Rd 
5,6,,,Residential,3998000 CAD,2196 Greenwood Rd 
,,,,Residential,2700000 CAD,"PT LT 6 CON 9 St. Vincent, Meaford "
4,7,,,Residential,3390000 CAD,53 Sherrick Dr 
9,11,,,Residential,9998880 CAD,1470 Mississauga Rd 
5,5,,,Residential,3788800 CAD,1018 Albertson Cres 
5,5,5000,,Residential,3800000 CAD,661 Townline Rd N 
6,5,590163,ng>8,Residential,3850000 CAD,2727 County Road 15 
3,5,,,Residential,2198000 CAD,38 Methuen Ave 
5,6,,,Residential,2249900 CAD,1980 Royal Rd 
5,4,,,Residential,2038000 CAD,16 Maple Fields Circ 
4,3,,,Residential,2195000 CAD,13305 Dufferin St 
6,9,,,Residential,6000000 CAD,451 Country Club Cres 
2,4,,,Residential,4200000 CAD,4 Foxfire Chse 
4,2,2964,,Residential,2595000 CAD,1362 Tiny Beaches Road N 
3,4,2300,2.86,Residential,2999999 CAD,3031 Cedar Springs Road 
5,6,,,Residential,3788000 CAD,1986 Mississauga Rd 
,,,,Residential,2099990 CAD,No address available 
5,7,,,Residential,6288000 CAD,1494 Gregwood Rd 
,,4650,,Residential,4790000 CAD,2651 WESTBROOK Road 
5,4,,,Residential,2480000 CAD,1 Nicort Rd S 
5,4,,g>96,Residential,6999900 CAD,No address available 
5,4,,,Residential,2999900 CAD,777 Lakelands Ave 
,,,,Residential,2399900 CAD,"Kirby Road & Ontario 27, Vaughan, ON "
4,6,,,Residential,2750000 CAD,48 Laurelcrest Ave 
2,2,1166,,Residential,2200000 CAD,1 Bloor St 
8,12,,,Residential,5999999 CAD,1800 Mississauga Rd 
4,4,3500,,Residential,2388000 CAD,534 Highcliffe Dr 
5,4,,,Residential,2388000 CAD,255 Boake Tr 
7,6,5500,,Residential,3000000 CAD,No address available 
5,4,5000,,Residential,4999900 CAD,262 Starwood Lane 
7,10,,,Residential,7500000 CAD,6793 Wellington Rd 34 Rd 
4,3,,,Residential,2488000 CAD,21 Bridgeford St S. 
5,4,,,Residential,2090000 CAD,22 Dumfries Drive 
4,5,5000,,Residential,3199000 CAD,290 Woodgate Pine Dr 
4,5,,,Residential,2298800 CAD,98 Isaiah Dr 
4,5,,,Residential,2299000 CAD,138 Dell Park Ave 
7,5,,,Residential,2359877 CAD,37 Crocker Dr 
5,4,3500,,Residential,2150000 CAD,94 Roberson Dr 
5,8,,,Residential,4388000 CAD,1374 Indian Rd 
4,6,,,Residential,2250000 CAD,34 Humber Valley Cres 
4,5,3000,,Residential,2360000 CAD,1182 Lindenrock Dr 
9,9,,,Residential,2249000 CAD,305 St. John St W 
,,,,Residential,2380000 CAD,"6124 PEBBLEWOODS DR, Ottawa "
4,5,,,Residential,2599000 CAD,2 Mary Agar Crt 
4,5,5000,,Residential,3288000 CAD,107 Otonabee Ave 
4,3,,ng>1,Residential,3400000 CAD,583 Hwy 20 
5,5,3000,,Residential,2499900 CAD,466 Rattray Park Dr 
5,6,,,Residential,2980000 CAD,66 Calderbridge Cres 
,,,,Residential,2089990 CAD,"Glen Abbey Encore Community | Upper Middle Road West & Bronte Road, Oakville, ON "
3,3,1921,,Residential,2299000 CAD,"Avenue Road, Toronto, ONTARIO "
5,5,,,Residential,3800000 CAD,661 Townline Rd N 
7,7,,,Residential,3749000 CAD,4237 Bridlepath Tr 
6,3,,,Residential,3700000 CAD,131 Big Island 
4,6,,,Residential,3398000 CAD,67 Ravensbourne Cres 
6,3,,,Residential,2229000 CAD,1556 Crestview Avenue 
3,2,1945,,Residential,2688000 CAD,300 Hendon Avenue 
5,5,9000,2.73,Residential,5888000 CAD,125 Kleins Ridge 
,,,,Residential,2064990 CAD,Brushwood &Bathurst 
3,2,,,Residential,2800000 CAD,514 Adelaide St w 
4,7,5000,,Residential,3180000 CAD,252 Newton Dr 
5,6,,,Residential,3998000 CAD,2006 Waters Edge Dr 
4,4,,,Residential,2588888 CAD,215 Velmar Dr 
4,6,,,Residential,3388800 CAD,15 Yorkview Dr 
4,4,,,Residential,2598888 CAD,38 Finland Dr 
5,5,,,Residential,4999900 CAD,No address available 
4,5,,,Residential,2299000 CAD,418 Woodgate Pines Dr 
11,11,,,Residential,4480000 CAD,2419 Camilla Rd 
4,5,,,Residential,3599900 CAD,1 Dunblaine Ave 
,,,,Residential,2399900 CAD,"Kirby Road & Ontario 27, Vaughan, ON "
4,6,3975,,Residential,2549900 CAD,30 Red Giant St 
3,4,4327,9.26,Farm,2495000 CAD,112 McMullen Rd 
5,5,,,Residential,3699000 CAD,1366 Queen Victoria Ave 
5,8,,,Single,9999850 CAD,1267 MISSISSAUGA RD 
4,6,,,Residential,3900000 CAD,91 Hill Cres 
4,5,,,Single,2199900 CAD,5 FENWOOD HTS 
5,8,,,Single,7990000 CAD,11 DEWBOURNE AVE 
5,7,,,Single,2699000 CAD,39 STUART CRES 
5,5,,,Single,5000000 CAD,98 CRAWFORD ST 
6,7,,,Single,3288000 CAD,90 BOAKE TR 
5,5,,,Single,3999000 CAD,441 WEDGEWOOD DR 
7,5,,,Single,2199400 CAD,18 COMMONWEALTH AVE 
3,3,,,Residential,4190000 CAD,3595 Seventeenth St 
4,7,,,Single,3399000 CAD,32 JAMES STOKES CRT 
4,4,,,Single,2149000 CAD,32 ARTHUR GRIFFIN CRES 
5,5,,,Single,5580000 CAD,268 CHARTWELL RD 
6,5,,,Residential,2190000 CAD,150 Strathearn Ave 
6,7,,,Single,6998000 CAD,246 RIVERSIDE DR 
4,6,,,Single,5800000 CAD,287 ESTATE Court 
5,3,,,Single,2200000 CAD,340 Maki Avenue 
4,5,,.279,Single,2295000 CAD,407 STISTED Road N 
4,5,,,Single,2500000 CAD,4 WHITEWOOD RD 
4,4,,,Single,2549000 CAD,55 GARYSCHOLL RD 
4,3,,,Residential,2949000 CAD,266 Sheldrake Blvd 
5,5,,,Single,2589000 CAD,513 ROOSEVELT AVENUE 
4,2,,,Single,4000000 CAD,222 WILLIAM ST 
4,5,,,Single,3999900 CAD,125 SHANTY BAY Road 
5,5,,,Single,3650000 CAD,1427 WILLOWDOWN RD 
6,3,,,Single,2180000 CAD,359 OLD TECUMSEH ROAD 
6,6,,,Residential,3890000 CAD,196 Holmes Ave 
4,4,,,Single,3690000 CAD,16 RUDEN CRES 
3,2,,.164,Single,3595000 CAD,1053 PUT IN BAY Lane 
5,4,,,Single,2720000 CAD,55 ST LAWRENCE Street 
5,4,,,Single,2999900 CAD,777 LAKELANDS Avenue 
4,6,,,Residential,2700000 CAD,6 Woodington Crt 
3,1,1249,91.6,Farm,2099000 CAD,705 KEMP Road W 
5,3,,,Residential,2399000 CAD,13413 Humber Station Rd 
4,3,,,Residential,7950000 CAD,15725 Weston Rd 
5,6,,,Single,3239000 CAD,263 BURBANK DR 
4,4,,,Single,2499900 CAD,22 MANITOU Lane 
5,6,,,Single,3299000 CAD,899 HAMPTON CRES 
6,8,,,Residential,4780000 CAD,38 Kirk Dr 
3,3,,,Residential,2500000 CAD,32 King St 
6,6,,,Single,6999900 CAD,20691 KENNEDY RD 
4,3,3478,,Residential,2088888 CAD,1540 Stationmaster Lane 
6,5,,,Residential,2490000 CAD,17 Multiflora Pl 
5,3,,,Residential,3990000 CAD,Pllt 16 Windham Rd 
3,3,,,Single,2499000 CAD,195275 AMARANTH- ELUTHER LINE L9W 0E6
6,7,,,Residential,4497000 CAD,3341 CARLING Avenue 
8,8,,,Residential,2388000 CAD,No address available 
5,4,,,Single,2480000 CAD,1 NICORT RD S 
6,7,6230,,Residential,2790000 CAD,1156 Concession 2 Road 
3,2,2000,g>68,Farm,10000000 CAD,7156 WHITE CHURCH Road 
6,6,,,Single,8200000 CAD,227 BURGUNDY DR 
5,5,,,Single,8980000 CAD,125 BEDFORD RD 
5,4,,,Residential,2788800 CAD,3604 Burnbrae Dr 
4,4,,,Single,2998000 CAD,3 OAKLANDS AVE 
5,5,,5.11,Single,2800000 CAD,898 COUNTY ROAD 12 
3,2,2000,,Residential,10000000 CAD,7156 WHITE CHURCH Road 
6,4,,,Single,2400000 CAD,356 GREEN Street 
6,7,,,Single,4698000 CAD,110 SELGROVE Crescent 
6,6,,,Single,3388888 CAD,25 AVERY CRT 
3,4,,>100,Single,2249000 CAD,215 OAKWOOD Road 
5,5,,,Single,2650000 CAD,219 WILLOW AVE 
4,4,,,Single,6800000 CAD,23 PARK Avenue 
4,7,,,Single,2695000 CAD,94 PRIDEAUX Street 
4,3,,,Single,2249999 CAD,1375 RAVINE DR 
5,4,,g>91,Single,3290000 CAD,22556 VANNECK Road 
6,5,,12.9,Single,2750000 CAD,182 YARDARM Lane 
4,4,,,Residential,2088888 CAD,1540 Stationmaster Lane 
5,5,,,Single,2390000 CAD,9 GORT AVE 
5,3,2337,,Residential,2599900 CAD,44 Dorchester Drive 
4,3,,,Residential,2175000 CAD,6 Sunshine Mountain Dr 
4,3,,,Residential,2199886 CAD,237 Walby Dr 
7,5,,,Single,4700000 CAD,79 REBECCA CRT S 
7,8,7957,,Single,9999999 CAD,2637 Bluffs Way 
3,2,2981,>4.3,Residential,4000000 CAD,1291 SKELETON LAKE 2 Road #42 
5,4,,g>18,Single,3450000 CAD,35 Highway 544
6,3,,,Single,4500000 CAD,7059 3RD LINE 
5,4,,,Residential,4790000 CAD,2651 Westbrook Rd 
5,5,2780,,Residential,2250000 CAD,219 LAKE Street 
6,10,,,Single,26900000 CAD,16 STRATHEDEN RD 
3,5,,,Single,5595000 CAD,110 HEATH ST W 
4,3,,,Single,2599900 CAD,9 PLAINSMAN RD 
7,5,,,Single,2399000 CAD,236 GRACE ST 
5,3,,,Single,3199000 CAD,493 BUTTER RD E 
6,4,,,Residential,2100000 CAD,1181 E  Lowerbase Line 
4,5,,,Single,2680000 CAD,21 ELYSSA DR 
5,4,,,Single,2299000 CAD,1019 LITTLE CEDAR AVE 
6,5,,,Single,2999000 CAD,33983 RIDGEWAY RD 
7,6,,,Residential,2680000 CAD,13 Cawker's Cove Rd 
3,2,,,Single,5900000 CAD,172 BRIDGE ST 
6,5,,>2.6,Single,3000000 CAD,4401 FOURTH Line 
10,8,,,Single,3300000 CAD,12 YORK DOWNS DR 
4,5,,,Residential,2388800 CAD,34 Thomson Creek Blvd 
2,2,,,Single,8750000 CAD,13422 Highway 7 
4,5,,,Single,2795000 CAD,50 NETHERFORD RD 
6,2,,,Single,2290000 CAD,1 LAKESIDE CRES 
6,6,,,Single,5895000 CAD,170 FOREST HILL RD 
4,4,,,Residential,2495000 CAD,132 Shaw St 
8,4,,,Single,4250000 CAD,111 CLANTON PARK RD 
5,5,5348,1.35,Residential,3295000 CAD,15 MAPLE RIDGE Road 
3,2,,,Single,2595000 CAD,183 REYNOLDS Street 
3,2,,,Single,2999900 CAD,"7063 Coulter Side Rd, ESSEX AIRPORT "
5,6,,,Single,3988000 CAD,1322 STANBURY Road 
6,4,,,Single,2899888 CAD,13864 KENNEDY RD 
4,3,,.093,Single,2250000 CAD,2 PURPLE HILL Lane 
5,3,,,Single,2495000 CAD,87 MARLBOROUGH AVE 
4,4,,,Residential,2195000 CAD,1765 Beechknoll Ave 
5,5,,,Residential,2359900 CAD,198 Eaglewood Blvd 
6,4,,,Single,3450000 CAD,32 MICHELANGELO BLVD 
7,4,,,Residential,2499000 CAD,194 Sherbourne St 
2,1,,,Residential,2870000 CAD,4141 Kelvin Rd 
5,4,,,Residential,2000000 CAD,50 Trish Dr 
6,6,,,Single,3888000 CAD,33 URQUHART CRT 
5,5,,,Single,5190000 CAD,8 HIGHLAND CRES 
6,5,,,Residential,2249800 CAD,186 Polly Dr 
6,5,,,Single,3850000 CAD,340 THIRD Line 
5,5,,,Single,2599900 CAD,2261 FOX CRESCENT 
6,4,,,Residential,2838000 CAD,17397 Humber Station Rd 
7,6,,,Residential,3280000 CAD,8 Geranium Crt 
4,3,,,Residential,2460000 CAD,22 Fernside Crt 
5,3,,,Single,2499900 CAD,815 COATES RD 
5,6,,,Residential,2998000 CAD,19 Cowley Ave 
3,1,,,Residential,2190000 CAD,1249 Book Rd W 
4,4,,>2.2,Single,2899000 CAD,984 WATSON Road S 
5,6,,,Single,3980000 CAD,172 BOAKE TR 
5,5,,,Single,2199000 CAD,645 LIVERPOOL RD 
4,4,,,Residential,2698880 CAD,152 Heintzman Cres 
9,6,7581,,Residential,5400000 CAD,87 Jones Road 
5,4,,,Single,3450000 CAD,544 HIGHWAY 35 
3,2,,,Residential,2699000 CAD,361 Cairncroft Rd 
4,5,,,Residential,2888888 CAD,115 Maitland St 
6,5,,,Single,2099000 CAD,10 WINSTON PARK BLVD N 
5,2,2877,9.54,Farm,2175000 CAD,920 6th Conc Road W 
5,4,,,Single,2499999 CAD,873235 5TH LINE EHS LINE 
5,5,,,Single,3290000 CAD,1105 DALKAB CRES 
4,4,,,Single,2780000 CAD,1 PLEASANT VALLEY DR 
6,6,,,Single,2885000 CAD,5917 SIXTH LINE 
4,4,,,Single,6800000 CAD,23 PARK AVE 
3,2,,,Residential,3599000 CAD,92 Main  St 
5,2,2877,,Residential,2175000 CAD,920 6th Conc Road W 
4,4,,,Single,3575000 CAD,983 19TH SDRD 
5,5,2891,,Single,2899000 CAD,54 SEABREEZE Crescent 
5,5,,,Single,2790000 CAD,90 GRANDVIEW AVE 
4,3,2341,,Residential,2899000 CAD,396 Indiana Road E 
5,,,g>30,Single,2200000 CAD,558584 MULMUR-MELANCTHON TOWNLINE Road 
5,5,,,Single,2799000 CAD,1071 HAIG BLVD 
6,5,,,Single,3680000 CAD,71 CRAIGMORE CRES 
8,7,,,Single,2290000 CAD,11 OCEANS POND CRT 
4,4,,,Residential,2288000 CAD,23 Belvale Ave 
5,3,,,Single,2299000 CAD,1019 LITTLE CEDAR Avenue 
6,6,,,Single,2350000 CAD,90 GARDEN AVE 
7,4,,,Residential,2198800 CAD,13835 Innis Lake Rd 
4,4,,,Residential,2459000 CAD,41 Grovedale Ave 
3,4,,,Residential,2988000 CAD,212 Ranleigh Ave 
3,1,,,Residential,2350000 CAD,7759 Poplar Sdrd 
7,5,,,Single,2399000 CAD,36 REGENT ST W 
4,5,,,Single,3995000 CAD,753375 2ND LINE 
5,5,,,Single,3999000 CAD,441 WEDGEWOOD Drive 
4,4,,,Single,2499900 CAD,99 MCRAE DR 
3,2,2173,,Residential,2500000 CAD,254 GARNER Road E 
6,4,,,Residential,2339000 CAD,52 Radford Ave 
4,5,,,Residential,2650000 CAD,6643 Rothschild Tr 
6,8,,,Residential,2912100 CAD,121 Hillview Rd 
