Beds,Bath,Sqft,Price,Address,latitude,longitude
4.0,2.0,1745.0,499900.0,"51 Old Trunk Road  NS, Canada",44.96174625,-63.49215262907582
4.0,3.0,2052.0,375000.0,"1166 Chebogue Road  NS, Canada",43.779144466666665,-66.1019625
3.0,1.0,1232.0,295000.0,"119 Courthouse Road  NS, Canada",43.85510957344111,-65.96783540277016
3.0,2.0,1525.0,329900.0,"154 Highway 334  NS, Canada",43.81894531029111,-66.0556225663317
4.0,2.0,2000.0,1500000.0,"76 Grove Street  NS, Canada",46.12572404784676,-60.1772041486245
2.0,2.0,800.0,199900.0,"106 Cochrane Road  NS, Canada",45.4074581422637,-64.54067284633294
3.0,1.0,2400.0,329000.0,"83 Terra Nova Road  NS, Canada",45.98120394361597,-59.9894132176563
3.0,1.0,1300.0,249900.0,"319 POPLAR DRIVE  NS, Canada",44.6783593,-63.5026634
4.0,2.0,1708.0,299000.0,"10 Grant Road  NS, Canada",46.15733390909091,-60.306861909090905
4.0,1.0,2063.0,349900.0,"40 Carter Road  NS, Canada",45.4375361,-63.4559558
2.0,2.0,2380.0,279900.0,"36 Harbourview Drive, Port Bickerton  NS, Canada",45.09449884863139,-61.72991756288189
4.0,5.0,7601.0,1420000.0,"250 East Berlin Road  NS, Canada",44.07056362318057,-64.56832358533298
5.0,2.0,2721.0,690000.0,"2591 Clarence Road  NS, Canada",44.90434032588968,-65.21843098914215
4.0,3.0,3451.0,829000.0,"65 Howe Street  NS, Canada",43.70073965,-65.11733640341099
3.0,4.0,1518.0,449000.0,"7 Black Cherry Lane  NS, Canada",44.9261468,-63.9180203
5.0,3.0,4100.0,889000.0,"7594 221 Highway  NS, Canada",45.1311181526734,-64.54810419533597
3.0,2.0,1812.0,409000.0,"3684 Highway 331  NS, Canada",44.28304599163238,-64.35659175182934
4.0,4.0,2923.0,499000.0,"115 Beverlys Hill Road  NS, Canada",46.08409181823305,-60.85880852713084
2.0,2.0,896.0,84900.0,"15 Shady Lane  NS, Canada",43.85760336842105,-66.10836684210527
3.0,4.0,2906.0,449900.0,"1180 Saunders Road  NS, Canada",43.9278234493178,-65.96156813992808
4.0,3.0,2710.0,849900.0,"35 Angel Court  NS, Canada",44.7053529,-63.5516956
1.0,1.0,1084.0,149000.0,"1336 HIGHWAY 308  NS, Canada",43.78715867694604,-65.9651764101055
3.0,2.0,1196.0,139900.0,"208 Little Forks Road  NS, Canada",45.6953048,-64.1718412
1.0,1.0,1247.0,235000.0,"160 Henry Hensey Drive  NS, Canada",44.0381538,-64.721017
4.0,2.0,2010.0,350000.0,"130 Taranaki Drive  NS, Canada",44.6937712,-63.49342701106588
4.0,2.0,2016.0,439900.0,"502 Willow Street  NS, Canada",45.81928756840552,-64.17755702992041
3.0,3.0,2824.0,618000.0,"911 LAKESIDE Road  NS, Canada",43.86152186899648,-66.11952658791108
3.0,1.0,1152.0,198500.0,"98 Lakeside Drive  NS, Canada",43.8432808,-65.3985874
6.0,2.0,2664.0,289900.0,"66 242 Highway  NS, Canada",,
5.0,4.0,2360.0,239000.0,"603 Church Street  NS, Canada",45.614296185565934,-61.35407179699441
4.0,3.0,4036.0,679000.0,"4230 Marble Mountain Road  NS, Canada",45.78260243033678,-61.11430161610498
2.0,2.0,2436.0,389000.0,"9012 Pepperell Street  NS, Canada",44.6445809,-63.5975014
4.0,1.0,1181.0,159900.0,"160 MacDonald Road  NS, Canada",45.4884400426873,-61.79079398058706
2.0,1.0,926.0,384500.0,"2930 Malagash Road  NS, Canada",45.766298050007,-63.33198760508198
3.0,2.0,1080.0,367885.0,"54 Heritage Way 54 NS, Canada",,
4.0,3.0,5700.0,429000.0,"75 Terra Nova Road  NS, Canada",45.981523756451104,-59.9891640872383
2.0,1.0,1070.0,950000.0,"284 Millers Road  NS, Canada",44.6262482,-63.5104706
2.0,1.0,675.0,99900.0,"5 Hillside Drive  NS, Canada",44.571942,-63.635698946356506
2.0,1.0,893.0,189900.0,"14 Middle Street  NS, Canada",44.6766099,-63.59281021572266
4.0,1.0,1560.0,269900.0,"14 Lewis Lane  NS, Canada",46.0019708715688,-64.027797204665
3.0,1.0,1566.0,279000.0,"32 Union Street  NS, Canada",46.13168574992008,-60.18667413671261
3.0,2.0,1300.0,525000.0,"78 Cranberry Head Road  NS, Canada",43.89501541349938,-66.154607326555
5.0,3.0,3362.0,853000.0,"122 Peter Sosna Drive  NS, Canada",,
3.0,1.0,1652.0,349900.0,"46 Haughn's Road  NS, Canada",44.074678689667735,-64.62005278554723
4.0,2.0,2470.0,699000.0,"8 Fort Point Road  NS, Canada",44.043147089473685,-64.70859052631579
4.0,2.0,2652.0,269900.0,"4 Gilroy Street  NS, Canada",45.64514030668924,-64.0503586058853
2.0,1.0,1144.0,249900.0,"2369 Highway 1 Grosses Coques  NS, Canada",44.35948921783166,-66.09711329518795
1.0,1.0,1300.0,350000.0,"Unit 5 - 11 Beach View Lane  NS, Canada",,
4.0,7.0,7252.0,1599900.0,"3223 HWY 376  NS, Canada",45.67918364186509,-62.73610775951612
3.0,3.0,1456.0,359000.0,"1599 Lake Road  NS, Canada",45.68607281852479,-63.38209674206215
2.0,1.0,672.0,114900.0,"573 Old Debert Road  NS, Canada",45.59888984537704,-63.40241452776784
6.0,6.0,4500.0,999900.0,"197 Baseline Road  NS, Canada",45.3618512,-63.3211403
4.0,3.0,2654.0,563000.0,"8981 Highway 331  NS, Canada",44.15717826848456,-64.54483119099565
4.0,1.0,870.0,165000.0,"727 C BOUDREAU Road  NS, Canada",44.1098751,-66.18244960000001
4.0,3.0,2457.0,449000.0,"1649 Highway 10  NS, Canada",44.437084289190594,-64.57338032780356
6.0,5.0,4012.0,495000.0,"147 Highway 8  NS, Canada",44.43471948599859,-65.17580429474204
4.0,2.0,2100.0,429000.0,"5429 Granville road  NS, Canada",44.75266986612374,-65.52080720448026
2.0,1.0,850.0,169900.0,"22 Winston Avenue  NS, Canada",45.81987086251765,-64.20392694668358
3.0,4.0,4900.0,1485000.0,"1852 Gospel Road  NS, Canada",45.1875593,-64.4956117
5.0,3.0,3426.0,850000.0,"274 Harrington Road  NS, Canada",44.10282449128538,-66.06260573255447
3.0,1.0,1488.0,335000.0,"1037 East Uniacke Road  NS, Canada",44.95371223994477,-63.75575876218912
5.0,2.0,1732.0,699000.0,"160 Doris Lane  NS, Canada",45.63920810188206,-61.152507980688405
3.0,1.0,1235.0,129900.0,"15 ROGERS Road  NS, Canada",45.57627324850704,-61.07104458906587
2.0,2.0,1240.0,849000.0,"555 Green Bay Road  NS, Canada",44.21227528901485,-64.4367610066559
2.0,2.0,1650.0,599000.0,"2774 Highway 331  NS, Canada",44.30399644855566,-64.39737460900125
4.0,4.0,2048.0,750000.0,"94 Clearland Road  NS, Canada",44.45643087009993,-64.38434585641619
2.0,1.0,600.0,249900.0,"44 Old Black River Road  NS, Canada",45.69582877398492,-61.09986543093388
4.0,3.0,2102.0,475000.0,"3393 Main Shore Road  NS, Canada",43.9825513,-66.1485676
1.0,2.0,2100.0,190000.0,"1870 Clementsvale Road  NS, Canada",44.57559598333333,-65.63956081666666
5.0,2.0,3860.0,549000.0,"5009 HWY 1  NS, Canada",44.42822242636067,-65.99438533113461
2.0,1.0,708.0,239000.0,"71 Little Liscomb Road  NS, Canada",45.02906824754319,-61.99449407488298
3.0,2.0,1400.0,264000.0,"210 Highway 1  NS, Canada",44.6072523,-65.7289626
3.0,3.0,2049.0,480000.0,"847 Baddeck Bay Road  NS, Canada",46.10887083984123,-60.73221396247384
4.0,1.0,1280.0,110000.0,"367 Marc Comeau Road, St Benoni  NS, Canada",44.2162774,-66.1189825
5.0,3.0,1960.0,169000.0,"2135 Highway 247  NS, Canada",45.61174899785659,-60.75549770840984
3.0,2.0,1535.0,399900.0,"389 Deep Brook Highway 1  NS, Canada",,
3.0,1.0,1652.0,349900.0,"46 Haughn's Road  NS, Canada",44.074678689667735,-64.62005278554723
3.0,2.0,1800.0,439000.0,"503 Highway 1  NS, Canada",44.8836273,-63.821695
4.0,3.0,2706.0,799000.0,"8 Sailboat Lane, Halifax, NS, Canada. B4A 3Z5  NS, Canada",44.6334215,-63.61492497707199
4.0,2.0,2784.0,475000.0,"835 Steadman Road  NS, Canada",45.1000401,-64.5705075
3.0,3.0,2600.0,725000.0,"10 B Deer Haven Drive  NS, Canada",45.0666618944998,-64.5079845183789
3.0,1.0,1073.0,199000.0,"31 College Street  NS, Canada",45.62153928459531,-61.99166269021132
3.0,2.0,2506.0,269000.0,"10 Porter Street  NS, Canada",43.84011768888889,-66.1181111
3.0,3.0,1488.0,599900.0,"8132 Highway 3  NS, Canada",44.4714378,-64.3659471
2.0,1.0,875.0,185000.0,"10282 Highway 201  NS, Canada",44.95454097509271,-64.97782652861956
3.0,3.0,1839.0,805000.0,"55 Lake Shore Drive  NS, Canada",44.42351504537224,-64.73199600338593
2.0,3.0,1715.0,319000.0,"127 Pinky Creek Road  NS, Canada",45.3906654462607,-64.33009939890722
2.0,2.0,1387.0,439000.0,"Lot 1 10525 Highway 7  NS, Canada",,
8.0,7.0,4648.0,850000.0,"473 Upper River John Road  NS, Canada",45.70128876220992,-63.22694440166088
2.0,1.0,1002.0,170000.0,"7933 Highway 1 Meteghan  NS, Canada",44.1802051,-66.175681
5.0,1.0,2190.0,349900.0,"6639 Upper Clyde Road  NS, Canada",43.89914186919771,-65.50661161887761
3.0,1.0,1448.0,114900.0,"54 Laplanche Street  NS, Canada",45.83562325,-64.21657275
2.0,1.0,832.0,334900.0,"12-66 Meek Arm Way 12-66 NS, Canada",,
3.0,1.0,1760.0,649000.0,"16 Summit St.  NS, Canada",44.7358813,-63.653069437541205
3.0,2.0,2452.0,599900.0,"19 Bobolink St  NS, Canada",44.67130255,-63.657655050438265
3.0,2.0,2716.0,749000.0,"4459 Shore Road  NS, Canada",45.94694473222953,-60.60420467582801
3.0,1.0,1100.0,177000.0,"56 St Andrews Street  NS, Canada",45.622708165,-61.98247423
2.0,2.0,864.0,369900.0,"6-70 Grandview 6-70 NS, Canada",,
3.0,3.0,1980.0,524800.0,"139 Prince Albert Road  NS, Canada",44.67374805,-63.5610371539335
4.0,2.0,1928.0,219000.0,"7574 Main Street  NS, Canada",45.918855625,-59.97665085
3.0,2.0,1881.0,274900.0,"949 Sandy Point Road  NS, Canada",43.71953851032116,-65.31629377810808
5.0,4.0,5102.0,649900.0,"36 Duckling Dell  NS, Canada",45.84600786861044,-64.1592238611346
4.0,1.0,2464.0,299900.0,"789 Old Port Mouton Road  NS, Canada",43.99983294455348,-64.76000104796967
2.0,2.0,1004.0,169900.0,"22 Brook Avenue  NS, Canada",45.67176297998806,-62.78099980037903
3.0,2.0,1702.0,385000.0,"53  Jovite Road Saulnierville Station  NS, Canada",44.25020266857143,-66.11223512857143
5.0,2.0,2471.0,249900.0,"39 Regent Street  NS, Canada",44.36310724656808,-64.51353170754004
3.0,2.0,1100.0,129900.0,"1907 Highway 247, L'Ardoise  NS, Canada",45.61377445302293,-60.76802954595799
5.0,4.0,3600.0,799900.0,"34 Lewis Street  NS, Canada",45.135888826666665,-63.34887006666667
1.0,2.0,1180.0,419900.0,"579 Shore Rd  NS, Canada",46.88992481888098,-60.44782027472334
3.0,2.0,2412.0,699000.0,"1396 Merland  Road  NS, Canada",45.62375555697694,-61.65246511489835
4.0,1.0,1546.0,209000.0,"8376 Hwy 1  NS, Canada",44.19274846703722,-66.15458844337185
4.0,3.0,2186.0,259900.0,"33 East Court Road  NS, Canada",45.37807143529412,-63.240256364705886
3.0,1.0,1248.0,179900.0,"714 Lower Cove Road  NS, Canada",45.72489113158739,-64.43367504211375
3.0,2.0,2010.0,1575000.0,"2969 Highway 1  NS, Canada",43.9713313426364,-66.1452351380741
4.0,2.0,1602.0,189900.0,"6447 207 Highway  NS, Canada",44.6855805,-63.25796548495238
4.0,3.0,4088.0,1999900.0,"4 Fiddlehead Way  NS, Canada",44.715868,-63.301926
3.0,2.0,2042.0,799000.0,"Big Glode Island  NS, Canada",,
5.0,1.0,1336.0,159000.0,"478 Shore Road  NS, Canada",44.73573055,-63.26031432911471
3.0,3.0,4500.0,579000.0,"204 Highway 1 Dayton  NS, Canada",43.865808868508246,-66.1095733759362
3.0,2.0,1790.0,269000.0,"9629 Highway 1 Lower Saulnierville  NS, Canada",44.2424131,-66.1320798
3.0,1.0,864.0,189500.0,"665 Lower River Road  NS, Canada",45.642472551350544,-61.23869363098242
4.0,3.0,1590.0,199900.0,"2302 Hwy 1  NS, Canada",43.94765055254263,-66.1212926691193
4.0,3.0,2670.0,799900.0,"11 Angel Court  NS, Canada",44.70534875,-63.5509174
4.0,2.0,2642.0,299900.0,"484 Main Street  NS, Canada",45.7038041,-63.2816374
3.0,2.0,2412.0,699000.0,"1396 Merland Road RR #1  NS, Canada",,
3.0,3.0,2689.0,479900.0,"5 Tannery Court  NS, Canada",44.8780724,-63.58362766915388
3.0,2.0,2660.0,610000.0,"5888 Highway 331  NS, Canada",44.228172528118606,-64.45184091678458
3.0,1.0,2760.0,425000.0,"26 Main Street  NS, Canada",45.0665575,-64.17930062183441
3.0,2.0,1280.0,269000.0,"96 Session Street  NS, Canada",44.57454119487413,-65.6318001662026
4.0,3.0,1935.0,425000.0,"45 Chemin A Ben Road  NS, Canada",43.742782930600825,-65.88526043386555
2.0,1.0,1050.0,225000.0,"59 Georges Road  NS, Canada",45.278639403687166,-61.16959991267852
3.0,1.0,1566.0,279000.0,"32 Union Street  NS, Canada",46.13168574992008,-60.18667413671261
5.0,2.0,2200.0,659000.0,"476 Canoe Island Road  NS, Canada",44.47730476108122,-64.51164270586537
4.0,2.0,1341.0,259900.0,"31 Chestnut Street  NS, Canada",45.60120123563279,-62.65411518826768
4.0,3.0,3200.0,285000.0,"15 Lakeview Drive  NS, Canada",44.6436158,-63.7115934
3.0,3.0,2400.0,1300000.0,"72 Everetts Way  NS, Canada",43.95363863605409,-64.76069323411552
4.0,1.0,2135.0,339000.0,"12 Dalkeith Drive  NS, Canada",44.6745957,-63.4833632518243
1.0,1.0,468.0,148000.0,"43 Belliveau Lake Estates Road  NS, Canada",44.33872729127,-66.03581308123108
6.0,5.0,3604.0,595000.0,"677 Bangor Road  NS, Canada",44.21982420467141,-66.07554669998022
1.0,2.0,971.0,184900.0,"3729 Highway 3  NS, Canada",44.5475212,-64.2299588
2.0,2.0,1750.0,460000.0,"4 Hardwood Hill Lane  NS, Canada",44.76367299075127,-62.946252525555714
3.0,1.0,1041.0,175000.0,"7048 Highway 3  NS, Canada",44.499811231851936,-64.31766694404992
4.0,6.0,6790.0,3795000.0,"137 Gannet Lane  NS, Canada",44.496014,-63.52554863122529
7.0,10.0,5880.0,599000.0,"4 TUPPER Court  NS, Canada",45.624293675,-61.367766825
1.0,2.0,1400.0,465000.0,"168 Thomas Road  NS, Canada",43.807074241547625,-66.16443519946498
3.0,2.0,1495.0,849900.0,"147 Borgels Shore Drive  NS, Canada",44.54448572322196,-64.30995938722597
5.0,7.0,4177.0,1150000.0,"1212 Woodville Road  NS, Canada",45.0177846547,-63.92935205259947
3.0,3.0,2350.0,529000.0,"653 Ross Durkee Road  NS, Canada",43.92032169988324,-66.15072999584902
4.0,1.0,592.0,275000.0,"36 CJA Road  NS, Canada",,
2.0,1.0,690.0,174900.0,"9 Penny Avenue  NS, Canada",44.6204087,-63.620926940598295
5.0,2.0,2200.0,359900.0,"1434 Meadowvale Road  NS, Canada",45.1922408,-63.0099851
3.0,2.0,1872.0,595000.0,"9228 Marble Mountain Road  NS, Canada",45.85315397851597,-61.07738404019729
3.0,2.0,2252.0,229000.0,"29 Empire Loop  NS, Canada",45.3446022781499,-63.26998862918945
3.0,1.0,1200.0,299900.0,"493 Hamilton Road  NS, Canada",43.96607933935715,-65.94566950499251
2.0,1.0,675.0,99900.0,"5 Hillside Drive  NS, Canada",44.571942,-63.635698946356506
2.0,2.0,2380.0,279900.0,"36 Harbourview Drive  NS, Canada",46.12181663228576,-60.20102745994569
3.0,2.0,1708.0,227900.0,"272 Main Street  NS, Canada",45.6225525,-61.9916273
3.0,1.0,936.0,89500.0,"1709 247 Highway  NS, Canada",45.613269926344046,-60.78056309618409
1.0,1.0,445.0,79500.0,"127 Cove Road  NS, Canada",44.4202993,-64.3418578
6.0,2.0,2569.0,450000.0,"180 C Boudreau Road  NS, Canada",44.094540930415256,-66.17054688934631
3.0,1.0,960.0,269000.0,"1209 New Road  NS, Canada",45.02583189311558,-64.85410012009588
4.0,3.0,2400.0,1390000.0,"697 Belmont Road  NS, Canada",45.4091099857663,-63.39766744610088
4.0,3.0,2350.0,500000.0,"561 Portland Hills Drive  NS, Canada",44.6672993,-63.50790294418829
3.0,1.0,1041.0,175000.0,"7048 Highway 3  NS, Canada",44.499811231851936,-64.31766694404992
4.0,3.0,2390.0,499900.0,"64 Ketchum Drive  NS, Canada",45.97476298858709,-64.04564282382037
4.0,3.0,3300.0,1250000.0,"7914 East Bay Highway  NS, Canada",46.0193462,-60.372133
4.0,2.0,1968.0,189900.0,"1461 206 Highway  NS, Canada",45.51842997695837,-61.08141408355603
3.0,2.0,1307.0,199000.0,"2434 Highway 334  NS, Canada",43.7475520960873,-65.98441641738238
2.0,2.0,2100.0,629500.0,"2 Westridge Road  NS, Canada",44.573828500000005,-63.70465758027523
3.0,2.0,1632.0,129900.0,"8894 Highway 215  NS, Canada",45.314036250329615,-63.493697483969946
4.0,3.0,2400.0,1390000.0,"697 Belmont Road  NS, Canada",45.4091099857663,-63.39766744610088
4.0,2.0,2275.0,639900.0,"340 Densmore Road  NS, Canada",45.0678003,-63.3966932
2.0,1.0,730.0,350000.0,"155 Ponhook Shore Road  NS, Canada",44.32692839837626,-64.85187289819585
3.0,1.0,1025.0,184000.0,"2081 Highway 308  NS, Canada",43.7920486,-65.9635933
2.0,1.0,912.0,189000.0,"5017 No 1 Highway  NS, Canada",44.6814492,-63.590091657903386
3.0,2.0,1008.0,895000.0,"6471 No. 19 Highway  NS, Canada",50.3376623,-105.5532492
4.0,1.0,1200.0,149900.0,"11 Lake Darling Road  NS, Canada",43.955199248642046,-66.1319213814073
4.0,2.0,1200.0,194900.0,"1443 Highway 1  NS, Canada",43.91395259323095,-66.10457128790695
3.0,1.0,2375.0,419000.0,"65 Session Street  NS, Canada",44.57473781191784,-65.6334519670382
2.0,1.0,1300.0,259000.0,"1323 Black River Road  NS, Canada",45.676308,-61.1078072
1.0,2.0,1148.0,585000.0,"3735 West Bay Highway  NS, Canada",45.732272550000005,-61.19793131302212
2.0,1.0,826.0,169000.0,"121 Mount Pleasant Road  NS, Canada",44.30257739307637,-64.40593549099773
3.0,2.0,1224.0,139000.0,"115 Cordova Street  NS, Canada",45.82000842857143,-64.2166447142857
1.0,1.0,400.0,49500.0,"44 Golden River Road  NS, Canada",45.7537441,-60.6137122
2.0,1.0,1754.0,319900.0,"124 Main Street  NS, Canada",44.68145745,-63.54002736109963
3.0,1.0,1250.0,299900.0,"6663 Highway 3  NS, Canada",44.51615745,-64.31389014999999
6.0,4.0,3040.0,475000.0,"69/69A Celtic Drive  NS, Canada",44.6781573,-63.5523774
5.0,3.0,4584.0,1350000.0,"100 McGinnis  NS, Canada",44.50148880950466,-64.30930544038017
2.0,1.0,711.0,330900.0,"36 Goose View Drive  NS, Canada",43.82852367179295,-64.93206465661086
